დაისი	დაისნი	N;PL;LGSPEC2;NOM
ბრუნვა	ბრუნვა	N;SG;VOC
მუმია	მუმია	N;SG;VOC
კონტრაბასი	კონტრაბასები	N;PL;NOM
ვოდევილი	ვოდევილის	N;SG;GEN
მწვერვალი	მწვერვალი	N;SG;NOM
ქვეტყე	ქვეტყეებით	N;PL;INST
ცენტურიონი	ცენტურიონო	N;SG;VOC
კატალოგი	კატალოგნის	N;PL;LGSPEC2;GEN
აღვირი	აღვირების	N;PL;GEN
იურისტი	იურისტებად	N;PL;LGSPEC1
თალგამურა	თალგამურებო	N;PL;VOC
ცენტნერი	ცენტნერთა	N;PL;LGSPEC2;DAT
დიდებული	დიდებულნო	ADJ;PL;LGSPEC2;VOC
დეკლარაცია	დეკლარაციამ	N;SG;ERG
ტაბულატორი	ტაბულატორებად	N;PL;LGSPEC1
აბაჟური	აბაჟურის	N;SG;GEN
ტოპოგრაფი	ტოპოგრაფებს	N;PL;DAT
გაზონი	გაზონებს	N;PL;DAT
შლანგი	შლანგთა	N;PL;LGSPEC2;ERG
ელეგია	ელეგია	N;SG;VOC
ინტრიგა	ინტრიგანი	N;PL;LGSPEC2;NOM
გრენადერი	გრენადერებით	N;PL;INST
სიუჟეტი	სიუჟეტებით	N;PL;INST
აბრუნებს	აბრუნებებაა	V;2;PL;IND;PST;PFV
როკნროლი	როკნროლნი	N;PL;LGSPEC2;NOM
ლამინარია	ლამინარიებად	N;PL;LGSPEC1
მრიცხველი	მრიცხველები	N;PL;NOM
არქივი	არქივს	N;SG;DAT
დაქვრივებული	დაქვრივებული	ADJ;SG;NOM
ჟანდარმერია	ჟანდარმერიათა	N;PL;LGSPEC2;DAT
ილოტი	ილოტნო	N;PL;LGSPEC2;VOC
შინაბერა	შინაბერად	N;SG;LGSPEC1
ჯაშუში	ჯაშუშთა	N;PL;LGSPEC2;DAT
პროლეტარი	პროლეტარის	N;SG;GEN
ბეტონი	ბეტონად	N;SG;LGSPEC1
ესთეტი	ესთეტთა	N;PL;LGSPEC2;ERG
ელემენტი	ელემენტის	N;SG;GEN
ასტრონომი	ასტრონომმა	N;SG;ERG
კაკაო	კაკაოები	N;PL;NOM
პაროლი	პაროლთა	N;PL;LGSPEC2;ERG
როფი	როფნო	N;PL;LGSPEC2;VOC
dimmen	dimmt	V;IMP;2;PL
Dornhai	Dornhaien	N;DAT;PL
beschriften	beschrifttet	V;SBJV;PST;2;PL
Luftpolsterfolie	Luftpolsterfolie	N;ACC;SG
fechten	fechtet	V;SBJV;PRS;2;SG
Abteilungsleiter	Abteilungsleiters	N;GEN;SG
Befall	Befall	N;GEN;SG
musizieren	musiziert	V;IND;PRS;2;PL
nahen	nahtet	V;IND;PST;2;PL
Ableitung	Ableitungen	N;NOM;PL
verputzen	verputzst	V;IND;PRS;2;SG
Quorum	Quorume	N;NOM;PL
kokettieren	kokettier	V;IMP;2;SG
Brise	Brises	N;GEN;SG
Zungenkuss	Zungenkuss	N;ACC;SG
vertonen	vertontet	V;IND;PST;2;PL
Reichspfennig	Reichspfennig	N;DAT;SG
Bindfäden regnen	Bindfäden regnte	V;SBJV;PRS;2;SG
Datei	Datei	N;NOM;PL
verschreiben	verschreiben	V;SBJV;PRS;1;PL
zerrütten	zerrütten	V;SBJV;PRS;1;PL
Attentäter	Attentätern	N;DAT;PL
Additiv	Additiv	N;NOM;SG
verhängen	verhängen	V;IND;PRS;1;PL
wandeln	wandele	V;SBJV;PRS;2;SG
Korridor	Korridore	N;GEN;PL
defenestrieren	defenestrieren	V;SBJV;PRS;1;PL
Arsenobetain	Arsenobetains	N;GEN;PL
Politur	Politure	N;GEN;PL
verstummen	verstumme	V;SBJV;PRS;3;SG
Sprachregelung	Sprachregelung	N;NOM;SG
verfangen	verfangte	V;SBJV;PST;3;SG
Urinal	Urinal	N;ACC;SG
Neuauflage	Neuauflage	N;ACC;SG
explizieren	expliziertest	V;IND;PST;2;SG
Wassersäule	Wassersäulen	N;ACC;PL
Acyloin	Acyloiä	N;GEN;PL
Beilage	Beilagen	N;ACC;PL
das Blaue vom Himmel versprechen	das Blaue vom Himmel versprecht	V;IMP;2;PL
Fußballweltmeisterschaftsqualifikationsspiel	Fußballweltmeisterschaft	N;GEN;PL
Vernichtungslager	Vernichtungslagere	N;GEN;PL
verurteilen	verurteilet	V;IND;PRS;3;SG
Gösch	Gösch	N;NOM;SG
Handbremse	Handbremsen	N;ACC;PL
Relaiskontakt	Relaiskontakt	N;NOM;SG
Selenat	Selenaten	N;DAT;PL
übernachten	übernachtet	V;IND;PST;3;SG
trotten	trottesen	V.PTCP;PST
Linolschnitt	Linolschnitte	N;ACC;PL
Blutspender	Blutspender	N;ACC;SG
durchzucken	durchzucket	V;IND;PRS;1;SG
anbauen	anbauten	V;SBJV;PST;1;PL
eliminieren	eliminier	V;IMP;2;SG
bessern	bessertest	V;SBJV;PST;2;SG
Provokateur	Provokateur	N;NOM;SG
Flageolett	Flageolettes	N;GEN;SG
virtualisieren	virtualisierst	V;IND;PRS;2;SG
Klumpen	Klumpens	N;GEN;SG
verarmen	verarmte	V;SBJV;PST;3;SG
Borosilikat	Borosilikat	N;DAT;SG
Schwungrad	Schwungrade	N;GEN;PL
Madenschraube	Madenschraube	N;ACC;SG
Widder	Widder	N;NOM;SG
Roggenvollkornbrot	Roggenvollkornbroten	N;NOM;PL
Bursche	Bursche	N;GEN;PL
Wirtin	Wirtin	N;ACC;SG
Fazit	Faziten	N;NOM;PL
Hauskatze	Hauskatzes	N;GEN;PL
verdammen	verdammet	V;IND;PRS;3;SG
arrivieren	arrivierte	V;IND;PST;1;SG
Vase	Vasen	N;ACC;PL
Sklavenhalter	Sklavenhaltern	N;NOM;PL
zittern	zitteren	V.PTCP;PST
verhören	verhörtet	V;SBJV;PST;2;PL
Neutronenüberschuss	Neutronenüberschuss	N;ACC;SG
Fotograf	Fotografe	N;GEN;PL
salutieren	salutiertet	V;SBJV;PST;2;PL
nagen	nagen	V;SBJV;PRS;3;PL
entschädigen	entschädigst	V;IND;PRS;2;SG
surfen	surfen	V;IND;PRS;3;PL
durchfahren	durchfahrten	V;IND;PST;1;PL
Abblaseventil	Abblaseventile	N;GEN;PL
Begonie	Begonies	N;GEN;PL
Kegel	Kegel	N;DAT;SG
Riefe	Riefen	N;ACC;PL
austrinken	austrinket	V;SBJV;PRS;2;SG
Legasthenie	Legasthenie	N;DAT;SG
Namensgebung	Namensgebung	N;NOM;SG
Tonne	Tonne	N;ACC;SG
Schafhirte	Schafhirte	N;GEN;PL
füsilieren	füsilieren	V;SBJV;PRS;3;PL
verschärfen	verschärfen	V;IND;PRS;1;PL
Brombeere	Brombeere	N;NOM;SG
Munizipalität	Munizipalität	N;GEN;SG
Atomphysiker	Atomphysiker	N;DAT;SG
entionisieren	entionisieret	V;SBJV;PRS;2;PL
Orgelkonzert	Orgelkonzert	N;DAT;SG
stranden	strandtest	V;IND;PST;2;SG
Sicherheitslücke	Sicherheitslücken	N;DAT;PL
verwaisen	verwaisend	V.PTCP;PRS
Piemontese	Piemontesen	N;ACC;PL
Verdreifachung	Verdreifachungen	N;DAT;PL
Bidenhänder	Bidenhänder	N;NOM;SG
Judenhass	Judenhass	N;ACC;SG
Glücksgriff	Glücksgriffe	N;GEN;PL
schmücken	schmückst	V;IND;PRS;2;SG
Minimierung	Minimierung	N;DAT;SG
Carben	Carben	N;DAT;SG
Hurriterin	Hurriterin	N;ACC;PL
Maulschelle	Maulschelle	N;DAT;SG
Diphosphonat	Diphosphonate	N;ACC;PL
fiepen	fiepen	V;IND;PRS;1;PL
Seuche	Seuche	N;DAT;SG
konzessionieren	konzessionierte	V;IND;PST;3;SG
Cluster	Cluster	N;ACC;SG
Arsphenamin	Arsphenamiäe	N;GEN;PL
Parkplatz	Parkplatzen	N;NOM;PL
Freizeit	Freizeit	N;DAT;SG
maskieren	maskieren	V;NFIN
Hilflosigkeit	Hilflosigkeiten	N;DAT;PL
durchwühlen	durchwühlte	V;IND;PST;1;SG
lullen	lull	V;IMP;2;SG
Fregatte	Fregatten	N;NOM;PL
Stute	Stutes	N;GEN;SG
Prügelknabe	Prügelknabes	N;GEN;PL
Bolivianer	Bolivianer	N;NOM;SG
Schürze	Schürzen	N;ACC;PL
predigen	predig	V;IMP;2;SG
Punker	Punker	N;ACC;SG
Himmelskönigin	Himmelskönigin	N;ACC;PL
dimerisieren	dimerisierte	V;SBJV;PST;3;SG
Blockade	Blockaden	N;NOM;PL
segeln	segelnd	V.PTCP;PRS
Brillenetui	Brillenetuis	N;GEN;SG
vergiften	vergiftten	V;IND;PST;3;PL
WC	WCen	N;NOM;PL
umzingeln	umzingeln	V;NFIN
blaken	blaket	V;IND;PRS;3;SG
Empfang	Empfang	N;DAT;SG
Maulbeere	Maulbeeres	N;GEN;SG
durchsetzen	gepesen	V.PTCP;PST
Bienenkorb	Bienenkorben	N;DAT;PL
Axon	Axon	N;DAT;SG
Tribüne	Tribünen	N;DAT;PL
Kernwaffe	Kernwaffen	N;NOM;PL
schauen	schauet	V;IND;PRS;3;SG
Obergespann	Obergespann	N;DAT;SG
Klan	Klan	N;DAT;SG
klumpen	klumpt	V;IMP;2;PL
Energiezustand	Energiezustanden	N;NOM;PL
marinieren	marinieren	V;IND;PRS;1;PL
Hinkelstein	Hinkelstein	N;GEN;PL
beherrschen	beherrschen	V;IND;PRS;3;PL
Quaste	Quastes	N;GEN;SG
Holzwurm	Holzwurm	N;NOM;SG
schäumen	schäumen	V;IND;PRS;3;PL
Fadenlauf	Fadenlaufen	N;DAT;PL
ertrinken	ertrinken	V;SBJV;PRS;3;PL
Wohltäter	Wohltätern	N;DAT;PL
Gespinst	Gespinst	N;ACC;SG
Fotosynthese	Fotosynthese	N;ACC;SG
knabbern	knabbert	V;IND;PRS;3;SG
bezichtigen	bezichtiget	V;SBJV;PRS;2;PL
versetzen	versetzet	V;SBJV;PRS;2;PL
Offenbarung	Offenbaren	N;NOM;PL
erschöpfen	erschöpfen	V;SBJV;PRS;3;PL
vermitteln	vermitteln	V;IND;PRS;3;PL
verwickeln	verwickelt	V;IND;PRS;2;PL
auslassen	auslasst	V;IMP;2;PL
enthärten	enthärten	V;NFIN
Abfallprodukt	Abfallprodukte	N;GEN;PL
zwitschern	zwitschert	V;IMP;2;PL
lynchen	lynchen	V;IND;PRS;1;PL
heulen	heulte	V;SBJV;PST;3;SG
erteilen	erteilte	V;SBJV;PST;3;SG
konservieren	konserviertet	V;SBJV;PST;2;PL
Spanier	Spanier	N;NOM;SG
aufbauschen		V;IMP;2;SG
Fidjiralle	Fidjiralle	N;DAT;SG
Brauch	Brauch	N;ACC;SG
auswerten	auswerttest	V;IND;PST;2;SG
Laminat	Laminat	N;NOM;SG
hellen	helltest	V;SBJV;PST;2;SG
strafen	straftet	V;IND;PST;2;PL
Weltraumteleskop	Weltraumteleskopen	N;DAT;PL
respektieren	respektieresen	V.PTCP;PST
verringern	verringer	V;IMP;2;SG
beschaffen	beschafft	V;IMP;2;PL
Blutkörperchen	Blutkörperchen	N;ACC;SG
erwarten	erwarteten	V;SBJV;PST;1;PL
Pferch	Pferche	N;ACC;PL
versenken	versenkten	V;SBJV;PST;3;PL
Herabsetzung	Herabsetzung	N;DAT;SG
bezwingen	bezwingen	V;SBJV;PRS;3;PL
Termineinlage	Termineinlage	N;DAT;SG
Weltfrieden	Weltfrieden	N;NOM;SG
putschen	putschend	V.PTCP;PRS
schwänzeln	schwänzelte	V;SBJV;PST;3;SG
Röte	Röten	N;ACC;PL
schädigen	schädigen	V;IND;PRS;3;PL
Viertelnote	Viertelnote	N;DAT;SG
Opfer	Opfer	N;DAT;SG
mokieren	mokieresen	V.PTCP;PST
Pomeranze	Pomeranze	N;ACC;SG
Fallschirmspringer	Fallschirmspringer	N;NOM;SG
vermarkten	vermarkte	V;SBJV;PRS;1;SG
Kabarett	Kabarette	N;ACC;PL
Winkel	Winkelen	N;DAT;PL
Falbkatze	Falbkatzen	N;DAT;PL
transchieren	transchierst	V;SBJV;PRS;2;SG
Zentralnervensystem	Zentralnervensystems	N;GEN;SG
substituieren	substituierten	V;SBJV;PST;1;PL
Trimester	Trimester	N;ACC;SG
verseuchen	verseuchten	V;SBJV;PST;3;PL
Piccolo	Piccoloen	N;NOM;PL
Gründung	Gründunge	N;ACC;PL
Golfspielerin	Golfspielerin	N;ACC;SG
analysieren	analysiertet	V;SBJV;PST;2;PL
Hardwareentwickler	Hardwareentwickler	N;DAT;SG
Sprengstoff	Sprengstoffen	N;NOM;PL
weglegen	weglegesen	V.PTCP;PST
Calcit	Calcits	N;GEN;SG
zensieren	zensieren	V;SBJV;PRS;3;PL
strafen	straften	V;SBJV;PST;3;PL
aufwerten	aufwertend	V.PTCP;PRS
Eleganz	Eleganz	N;ACC;SG
ranken	rankte	V;SBJV;PRS;2;SG
Riechstoff	Riechstoff	N;GEN;SG
schlendern	schlendert	V;IND;PRS;3;SG
Stützrad	Stützrade	N;ACC;PL
Selbstzerstörung	Selbstzerstörunge	N;GEN;PL
Nomokratiechen	Nomokratiechen	N;DAT;SG
reagieren	reagierten	V;IND;PST;1;PL
Paradiesapfel	Paradiesapfele	N;ACC;PL
Bürschchen	Bürschchen	N;DAT;SG
verbrämen	verbrämet	V;SBJV;PRS;2;PL
Schande	Schande	N;DAT;SG
Gedankenwelt	Gedankenwelts	N;GEN;SG
Sozialdemokrat	Sozialdemokrat	N;DAT;SG
verloben	verlobten	V;SBJV;PST;3;PL
Hausmeister	Hausmeister	N;NOM;SG
schütten	schütten	V;SBJV;PRS;1;PL
Giftschrank	Giftschranks	N;GEN;SG
stampfen	stampften	V;SBJV;PST;3;PL
Gurt	Gurte	N;ACC;PL
Stiefmutter	Stiefmutter	N;DAT;SG
abspielen	abspielest	V;SBJV;PRS;2;SG
Eselsohr	Eselsohr	N;ACC;SG
elektrisieren	elektrisierte	V;SBJV;PST;3;SG
Wassermolekül	Wassermoleküle	N;GEN;PL
Sprachteil	Sprachteil	N;DAT;SG
Cheerleaderin	Cheerleaderin	N;NOM;PL
Einkristall	Einkristalle	N;ACC;PL
wursteln	wurstelt	V;IMP;2;PL
justieren	justierten	V;SBJV;PST;1;PL
Balmer-Serie	Balmer-Serie	N;GEN;PL
Steuerzahler	Steuerzahler	N;NOM;SG
Germanat	Germanat	N;ACC;SG
stoppen	stopptest	V;SBJV;PST;2;SG
prusten	prusten	V;NFIN
Harn	Harns	N;GEN;SG
Königsgelb	Königsgelbe	N;ACC;PL
kurbeln	kurbele	V;SBJV;PRS;3;SG
Gelbbleierz	Gelbbleierze	N;GEN;PL
explodieren	explodiertest	V;SBJV;PST;2;SG
Fußgänger	Fußgängern	N;ACC;PL
schwindeln	schwindele	V;IND;PRS;1;SG
subtrahieren	subtrahierten	V;SBJV;PST;1;PL
Höchstwert	Höchstwert	N;DAT;SG
läuten	läutet	V;IND;PRS;1;SG
Dozent	Dozenten	N;DAT;PL
stabilisieren	stabilisieren	V;IND;PRS;3;PL
beantworten	beantwortt	V;IMP;2;PL
knautschen	knautschten	V;SBJV;PST;3;PL
perfektionieren	perfektioniertet	V;SBJV;PST;2;PL
Haustrauung	Haustrauung	N;NOM;SG
Brotsuppe	Brotsuppen	N;DAT;PL
gruppieren	gruppieret	V;IND;PRS;3;SG
Analyst	Analyst	N;NOM;SG
sengen	sengtet	V;SBJV;PST;2;PL
Kutscher	Kutscher	N;NOM;SG
Lappenente	Lappenentes	N;GEN;SG
Versteinerung	Versteinerung	N;DAT;SG
Bierchen	Bierchen	N;NOM;SG
Spaßbremse	Spaßbremsen	N;ACC;PL
Aussenwand	Aussenwands	N;GEN;SG
Versöhnlichkeit	Versöhnlichkeit	N;ACC;SG
unterlassen	unterlasse	V;SBJV;PRS;1;SG
kartografieren	kartografierst	V;IND;PRS;2;SG
Schneiderlein	Schneiderlein	N;NOM;PL
Verkürzungszeichen	Verkürzungszeichen	N;ACC;PL
zechen	zechen	V;SBJV;PRS;3;PL
vermögen	vermöget	V;SBJV;PRS;2;PL
ebnen	ebnten	V;IND;PST;3;PL
referenzieren	referenziere	V;SBJV;PRS;3;SG
Abwesenheit	Abwesenheite	N;GEN;PL
piesacken	piesackt	V;IMP;2;PL
Nachweis	Nachweise	N;GEN;PL
Minimalpaar	Minimalpaar	N;ACC;SG
Eselhaftigkeit	Eselhaftigkeit	N;ACC;SG
herhören	herhörst	V;IND;PRS;2;SG
Sänger	Sänger	N;ACC;SG
befassen	befasset	V;IND;PRS;3;SG
Darmstadtium	Darmstadtium	N;DAT;SG
Trägergas	Trägergase	N;NOM;PL
rallen	rallen	V;SBJV;PRS;3;PL
Kieler	Kielers	N;GEN;SG
Musikchen	Musikchen	N;ACC;PL
vermitteln	vermitteltet	V;IND;PST;2;PL
würdigen	würdiget	V;SBJV;PRS;2;PL
Diärese	Diärese	N;ACC;SG
hecken	hecken	V;IND;PRS;3;PL
belohnen	belohnten	V;IND;PST;1;PL
anprangern	anprangern	V;IND;PRS;3;PL
Funke	Funke	N;ACC;SG
meiden	meidet	V;IND;PRS;3;SG
designieren	designiere	V;SBJV;PRS;1;SG
necken	neckte	V;IND;PST;3;SG
Nationalsozialist	Nationalsozialist	N;GEN;SG
Sonntagabend	Sonntagabenden	N;NOM;PL
dringen	dringen	V;NFIN
Katholik	Katholike	N;NOM;PL
verpflichten	verpflichten	V;NFIN
Piezoelement	Piezoelement	N;NOM;SG
Zunahme	Zunahme	N;GEN;PL
Hartung	Hartunge	N;GEN;PL
Eintopf	Eintopf	N;DAT;SG
Lustspiel	Lustspiele	N;ACC;PL
Emigrant	Emigranten	N;NOM;PL
süssen	süsset	V;SBJV;PRS;2;SG
Flanell	Flanelle	N;ACC;PL
anhören	anhöre	V;SBJV;PRS;1;SG
Kopfnuss	Kopfnuss	N;ACC;SG
verüben	verübet	V;IND;PRS;3;SG
flankieren	flankiert	V;IND;PRS;2;PL
einziehen	einziehte	V;SBJV;PST;3;SG
harmonisieren	harmonisieret	V;IND;PRS;3;SG
zusammenbrechen	zusammenbrechet	V;IND;PRS;3;SG
Gussteil	Gussteile	N;ACC;PL
entlauben	entlauben	V;SBJV;PRS;1;PL
beheimaten	beheimatte	V;IND;PST;3;SG
Eosin	Eosin	N;ACC;PL
entwarnen	entwarnen	V;NFIN
Liberianer	Liberianern	N;NOM;PL
Liedchen	Liedchen	N;NOM;PL
zweifeln	zweifelt	V;IMP;2;PL
Schädlingsbekämpfungsmittel	Schädlingsbekämpfungsmit	N;GEN;PL
dolmetschen	dolmetschten	V;IND;PST;3;PL
verdichten	verdichttet	V;SBJV;PST;2;PL
revanchieren	revanchierte	V;IND;PST;3;SG
Eisbein	Eisbein	N;ACC;PL
Lactat	Lactaten	N;NOM;PL
Handgemenge	Handgemengen	N;DAT;PL
chillen	chilltet	V;IND;PST;2;PL
Schnäppchen	Schnäppchen	N;ACC;SG
verbarrikadieren	verbarrikadieresen	V.PTCP;PST
Walzer	Walzer	N;NOM;SG
Springbrunnen	Springbrunnen	N;ACC;PL
Thoriumisotop	Thoriumisotopen	N;DAT;PL
kastrieren	kastrierst	V;IND;PRS;2;SG
Thron	Thron	N;ACC;SG
Tölpel	Tölpel	N;NOM;SG
übereilen	übereiltest	V;SBJV;PST;2;SG
schnurren	schnurrte	V;SBJV;PST;1;SG
zerfasern	zerfaserte	V;SBJV;PST;3;SG
sägen	säget	V;SBJV;PRS;2;PL
Glückwunsch	Glückwunsch	N;NOM;SG
Tintenfisch	Tintenfisch	N;DAT;SG
Abschirmung	Abschirmungen	N;NOM;PL
Schweinepriester	Schweinepriester	N;NOM;SG
Thiomolybdat	Thiomolybdaten	N;NOM;PL
Anker	Ankern	N;ACC;PL
rühren	rührt	V;IND;PRS;2;PL
schlemmen	schlemmet	V;SBJV;PRS;2;PL
Raffinat	Raffinaten	N;DAT;PL
erkunden	erkundte	V;IND;PST;3;SG
anrichten	anrichtet	V;IND;PRS;3;SG
eingreifen	eingreifen	V;SBJV;PRS;1;PL
Gewahrsam	Gewahrsam	N;NOM;SG
porträtieren	porträtieren	V;IND;PRS;1;PL
verlieben	verliebte	V;SBJV;PST;1;SG
Sage	Sagen	N;DAT;PL
Laibchen	Laibchen	N;DAT;SG
Bursche	Bursche	N;NOM;SG
Balitiger	Balitiger	N;NOM;SG
heucheln	heucheln	V;SBJV;PRS;1;PL
Rubel	Rubelen	N;DAT;PL
sinnieren	sinnierte	V;IND;PST;3;SG
Steuerhinterziehung	Steuerhinterziehunge	N;GEN;PL
einflößen	einflößte	V;SBJV;PST;3;SG
Gefahr	Gefahr	N;DAT;SG
Währungsmetall	Währungsmetalle	N;NOM;PL
antreten	antreten	V;SBJV;PRS;3;PL
Dachschaden	Dachschaden	N;GEN;PL
verschmelzen	verschmelzet	V;IND;PRS;1;SG
Postkarte	Postkarte	N;ACC;SG
entschließen	entschließte	V;SBJV;PST;1;SG
würdigen	würdigtest	V;SBJV;PST;2;SG
versauen	versautet	V;IND;PST;2;PL
Oberflächenschicht	Oberflächenschicht	N;ACC;SG
Form	Forme	N;ACC;PL
polieren	poliertet	V;SBJV;PST;2;PL
deregulieren	dereguliertet	V;SBJV;PST;2;PL
Rezept	Rezept	N;ACC;SG
Deuteron	Deuteron	N;DAT;PL
sterilisieren	sterilisiertest	V;SBJV;PST;2;SG
Gelächter	Gelächter	N;NOM;SG
zacken	zacket	V;IND;PRS;3;SG
verlagern	verlagern	V;IND;PRS;1;PL
Gynäkologe	Gynäkologe	N;ACC;SG
Stockfisch	Stockfisch	N;GEN;SG
Aasvogel	Aasvogele	N;NOM;PL
Ruf	Rufen	N;DAT;PL
Bleichmittel	Bleichmittel	N;ACC;SG
Läppchen	Läppchen	N;ACC;PL
Konzernumsatz	Konzernumsatze	N;NOM;PL
erwähnen	erwähneten	V;IND;PST;1;PL
Ditellurid	Ditelluriden	N;DAT;PL
verschlacken	verschlacket	V;IND;PRS;3;SG
Bratling	Bratling	N;DAT;SG
Zionist	Zionisten	N;NOM;PL
Alleskönner	Alleskönnern	N;NOM;PL
Chipsatz	Chipsatzes	N;GEN;SG
Schmierstoff	Schmierstoff	N;NOM;SG
Tibetfuchs	Tibetfuchsen	N;NOM;PL
misshandeln	misshandelte	V;SBJV;PST;3;SG
genießen	genießten	V;IND;PST;1;PL
Serenade	Serenaden	N;NOM;PL
Spruchband	Spruchband	N;DAT;SG
entwerfen	entwerften	V;IND;PST;3;PL
verhängen	verhängen	V;SBJV;PRS;1;PL
lauschen	lauschen	V;SBJV;PRS;1;PL
diskriminieren	diskriminierte	V;SBJV;PRS;2;SG
forschen	forschen	V;SBJV;PRS;1;PL
erkälten	erkälte	V;SBJV;PRS;3;SG
Schläfchen	Schläfchen	N;ACC;PL
rauschen	rgest	V;SBJV;PRS;2;SG
Porzellan	Porzellan	N;DAT;PL
betanken	betanken	V;SBJV;PRS;3;PL
Ästhetik	Ästhetik	N;NOM;SG
schiefern	schieferen	V.PTCP;PST
beteuern	beteuern	V;SBJV;PRS;3;PL
Stich	Stich	N;DAT;SG
zurückkommen	zurückkommten	V;IND;PST;1;PL
verscheissern	verscheisserten	V;SBJV;PST;3;PL
Knübbelchen	Knübbelchen	N;ACC;SG
vertiefen	vertieftet	V;IND;PST;2;PL
Halsband	Halsband	N;ACC;SG
scheiden	scheidte	V;SBJV;PST;1;SG
touchieren	touchiert	V;IMP;2;PL
Genealoge	Genealoge	N;NOM;SG
Evangelium	Evangelium	N;DAT;SG
Coventrieren	Coventrieren	N;NOM;SG
Riegel	Riegel	N;ACC;SG
behaupten	behaupt	V;IMP;2;SG
trauen	trauen	V;SBJV;PRS;3;PL
dösen	döste	V;IND;PST;1;SG
Sitz	Sitz	N;DAT;SG
inaktivieren	inaktivieren	V;SBJV;PRS;1;PL
Ameisenkönigin	Ameisenkönigin	N;GEN;SG
kribbeln	kribbele	V;SBJV;PRS;1;SG
Hang	Hangen	N;NOM;PL
verachten	verachten	V;IND;PRS;1;PL
Amazonien-Tropfenameisenwürger	Amazonien-Tropfenameisenwürgers	N;GEN;SG
Herzmuskel	Herzmuskel	N;NOM;SG
usurpieren	usurpiere	V;SBJV;PRS;1;SG
schmecken	schmecken	V;IND;PRS;1;PL
Samtente	Samtenten	N;ACC;PL
Spitz	Spitz	N;ACC;SG
tröpfeln	tröpfelst	V;IND;PRS;2;SG
lasten	lasttest	V;IND;PST;2;SG
bezeugen	bezeugend	V.PTCP;PRS
geruhen	geruhtest	V;SBJV;PST;2;SG
falten	falten	V;NFIN
verplempern	verplempere	V;SBJV;PRS;3;SG
Weiler	Weilern	N;ACC;PL
schlucken	schluckte	V;SBJV;PST;3;SG
Moosbeere	Moosbeere	N;GEN;PL
Ökologe	Ökologen	N;ACC;PL
peroxidieren	peroxidieresen	V.PTCP;PST
Michiganwaldsänger	Michiganwaldsängern	N;DAT;PL
hervorbringen	hervorbringen	V;NFIN
untersagen	untersagtest	V;SBJV;PST;2;SG
glotzen	glotzt	V;IND;PRS;2;PL
hintertreiben	hintertreiben	V;IND;PRS;1;PL
Rettung	Rettungen	N;NOM;PL
Karabiner	Karabiner	N;NOM;SG
verrühren	verrühren	V;SBJV;PRS;3;PL
Adaptierte	Adaptiertes	N;GEN;SG
scheiden	scheidet	V;IND;PRS;1;SG
verarschen	verarschtest	V;IND;PST;2;SG
Zunder	Zundern	N;ACC;PL
Atmosphäre	Atmosphären	N;DAT;PL
sprühen	sprühen	V;SBJV;PRS;3;PL
entziehen	entziehte	V;IND;PST;3;SG
befassen	befasste	V;IND;PST;1;SG
Fahrer	Fahrern	N;DAT;PL
rußen	rußen	V;SBJV;PRS;3;PL
wetteifern	wetteifertet	V;IND;PST;2;PL
bestätigen	bestätigte	V;SBJV;PST;1;SG
währen	währte	V;SBJV;PST;3;SG
Yttriumerz	Yttriumerz	N;NOM;SG
Johannisbrotgewächs	Johannisbrotgewächsen	N;DAT;PL
Deutung	Deutunge	N;ACC;PL
Wahn	Wahn	N;ACC;SG
Genitiv	Genitivs	N;GEN;SG
Bariton	Bariton	N;ACC;PL
Standpunkt	Standpunkte	N;GEN;PL
Astronaut	Astronaute	N;GEN;PL
summen	summtest	V;IND;PST;2;SG
zugeben	zugebtest	V;SBJV;PST;2;SG
Laubfrosch	Laubfrosch	N;GEN;SG
Kupplung	Kupplunge	N;NOM;PL
sündigen	sündigte	V;SBJV;PST;1;SG
entmutigen	entmutiget	V;IND;PRS;3;SG
Fehlschlag	Fehlschlag	N;DAT;SG
Selbstanzeige	Selbstanzeigen	N;ACC;PL
verbittern	verbittert	V;IND;PRS;2;PL
Zoologe	Zoologe	N;NOM;SG
Glockenspiel	Glockenspiel	N;ACC;SG
werden	werdt	V;IND;PRS;2;PL
beziffern	beziffer	V;IMP;2;SG
Timeout	Timeout	N;ACC;SG
dekompilieren	dekompilierten	V;SBJV;PST;1;PL
sautieren	sautieren	V;IND;PRS;3;PL
Darmausgang	Darmausgang	N;GEN;SG
Porträt	Porträt	N;DAT;SG
engagieren	engagieren	V;SBJV;PRS;3;PL
Streusalz	Streusalz	N;ACC;SG
schlossern	schlosserte	V;IND;PST;3;SG
Chauvinist	Chauvinist	N;DAT;SG
flüstern	flüsterte	V;IND;PST;3;SG
Mädchenname	Mädchennamen	N;ACC;PL
crèmen	crèmtet	V;IND;PST;2;PL
Rücktrittbremse	Rücktrittbremse	N;ACC;SG
Duftstoff	Duftstoffes	N;GEN;SG
fesseln	fesselnd	V.PTCP;PRS
Metallatom	Metallatome	N;GEN;PL
Mansfelder	Mansfeldere	N;GEN;PL
Albatros	Albatrosen	N;DAT;PL
zersetzen	zersetzte	V;IND;PST;3;SG
stunden	stundst	V;IND;PRS;2;SG
verpuffen	verpuffen	V;IND;PRS;1;PL
rächen	räch	V;IMP;2;SG
